"","ID","is_active","SlogP","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumRings"
"1","168691",1,1.543541314675,2.19434464169039,1.55759752389009,-1.93137487612758,2.40533001376778,1.6098597166984
"2","86358",1,0.792752158843015,0.864675599116982,0.277846203675815,-1.03447135469956,-1.32022024219644,4.32133599150626
"3","575087",1,1.19182795571766,1.69144496573672,1.55759752389009,0.759335688156501,1.0082486677812,1.6098597166984
"4","575065",1,0.802741852649849,1.20310401711929,1.55759752389009,0.759335688156501,1.0082486677812,1.6098597166984
"5","575047",1,1.30157018991627,1.14937834356164,0.277846203675815,0.759335688156501,1.0082486677812,1.6098597166984
"6","575012",1,1.3499434115696,0.986512777981377,0.277846203675815,0.759335688156501,1.47394244977673,0.706034291762454
"7","574947",1,1.50097025420777,1.31116228781356,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"8","574890",1,1.38567527299169,0.986512777981377,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"9","574823",1,1.18324285749207,0.796290546760676,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"10","574810",1,0.754381758058021,0.335367048795805,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"11","574805",1,0.980810441992453,0.606068315539976,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"12","574889",1,0.643248055339665,0.389315291883816,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"13","574780",1,0.643248055339665,0.389315291883816,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"14","574880",1,0.75438175805802,0.335367048795803,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"15","574838",1,0.980810441992454,0.606068315539976,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"16","574809",1,0.551949342558403,0.145144817575103,0.277846203675815,0.759335688156501,1.0082486677812,0.706034291762454
"17","574964",1,0.992099714888483,1.42068291398043,1.55759752389009,0.759335688156501,1.93963623177225,0.706034291762454
"18","574881",1,0.921082312135553,0.525589280016504,0.277846203675815,0.759335688156501,1.47394244977673,0.706034291762454
"19","574870",1,0.358718997175201,0.362229885574629,0.917721863782952,1.65623920958453,1.0082486677812,0.706034291762454
